identity,num_pairs,baseline_mean,fr_mean,improvement
James_Smith/James_Smith,2,0.9698015749454498,0.9701447784900665,0.0003432035446166992
Rodrigo_Borja/Rodrigo_Borja,2,0.9741247594356537,0.9744614362716675,0.00033667683601379395
Joe_Torre/Joe_Torre,4,0.9560860991477966,0.9564160257577896,0.00032992660999298096
Mike_Helton/Mike_Helton,2,0.9761535823345184,0.9764822125434875,0.0003286302089691162
Terrell_Suggs/Terrell_Suggs,1,0.9727444648742676,0.9730682373046875,0.0003237724304199219
Guillaume_Soro/Guillaume_Soro,2,0.9774032533168793,0.977718323469162,0.00031507015228271484
Jesse_Harris/Jesse_Harris,3,0.9448767900466919,0.9451895952224731,0.00031280517578125
Princess_Caroline/Princess_Caroline,5,0.9430656433105469,0.9433521509170533,0.00028650760650639207
Lionel_Richie/Lionel_Richie,2,0.9682885408401489,0.9685598909854889,0.0002713501453399658
Gary_Bergeron/Gary_Bergeron,2,0.9487916231155396,0.94906085729599,0.00026923418045043945
Allyson_Felix/Allyson_Felix,5,0.9737632274627686,0.9740034699440002,0.00024024248123166725
Mark_Hamister/Mark_Hamister,2,0.9791471064090729,0.9793860614299774,0.00023895502090454102
Roberto_Marinho/Roberto_Marinho,3,0.9527571400006613,0.9529110193252563,0.00015387932459509646
Darren_Clarke/Darren_Clarke,2,0.9746837019920349,0.9748237729072571,0.00014007091522216797
Benazir_Bhutto/Benazir_Bhutto,5,0.965075421333313,0.965157437324524,8.20159912109375e-05
Mike_Tyson/Mike_Tyson,3,0.9753027955691019,0.9753808577855428,7.80622164409106e-05
Saeb_Erekat/Saeb_Erekat,2,0.9679997563362122,0.9680668413639069,6.708502769470215e-05
Jason_Lezak/Jason_Lezak,2,0.9768657386302948,0.976925253868103,5.951523780822754e-05
Norman_Jewison/Norman_Jewison,2,0.9290968477725983,0.9291372299194336,4.038214683532715e-05
Michael_Jackson/Michael_Jackson,12,0.9598771333694458,0.9599117288986841,3.459552923834597e-05
Sally_Field/Sally_Field,4,0.9638534188270569,0.9638639688491821,1.055002212524414e-05
Michael_Caine/Michael_Caine,3,0.9648688832918803,0.9648595650990804,-9.318192799812053e-06
Anne_McLellan/Anne_McLellan,2,0.9591071009635925,0.9590800702571869,-2.703070640563965e-05
Chanda_Rubin/Chanda_Rubin,5,0.9795604228973389,0.9794706225395202,-8.980035781869233e-05
Bob_Beauprez/Bob_Beauprez,2,0.952741265296936,0.9526227712631226,-0.00011849403381347656
Anna_Kournikova/Anna_Kournikova,12,0.96269424756368,0.9625634650389353,-0.0001307825247447436
Erik_Morales/Erik_Morales,3,0.9689918557802836,0.9688559174537659,-0.00013593832651770388
Larry_Lucchino/Larry_Lucchino,2,0.9475826323032379,0.9474388062953949,-0.00014382600784301758
Ben_Curtis/Ben_Curtis,3,0.9648706316947937,0.9646911223729452,-0.00017950932184851442
